odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11723446,03/10/2026,HYUNDAI,TUCSON,2022,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"Bought the  2022 Hyundai Tucson. It was driving perfect no issues then I hit 52,000 miles and the check engine light illuminated. The vehicle started sputtering and idling hard like it wasn’t getting fuel when the gas was pressed. I was on the interstate and the vehicle wouldn’t go over 35mph. Now the check engine light illuminates off and on when it feels like it."
11722593,03/06/2026,HYUNDAI,TUCSON,2022,"ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,This vehicle has a considerate amount of oil dilution problems. I have had this vehicle taken in for service several times due to gasoline mixed into the engine oil. Again on March 6 2026 for the 4th time now the vehicle has a check engine light extreme hesitation with an almost stopping jerking motion due to dilution problems. Multiple dealerships claim there is nothing wrong with the car.. there is a distinct gasoline smell in the engine oil. The vehicle at times is almost unsafe to drive due 
11720884,02/27/2026,HYUNDAI,TUCSON,2022,"POWER TRAIN,ENGINE",False,False,0,0,I am dealing with this issue where I am getting fuel injector issue and getting cylinder 3 misfire and air fuel imbalance code. It comes and goes. I spent 1500 bucks flushing fuel system and replacing spark plugs and coil. But the issue is still there! i changed the battery and got it to dealership they said they could find the issue. I was on freeway going southbound near exit 34 when the car starts shaking and I lost acceleration
11719742,02/22/2026,HYUNDAI,TUCSON,2022,"STRUCTURE,UNKNOWN OR OTHER",False,False,0,0,"After inspection by a few people it was determined that the front passenger side lower frame cracked which then cracked the body oozing rusty water out of it. I was told that if the car was hit on the passenger side that it would not retain its ability to be stable and would crumple. It has been inspected by the Hyundai dealership, A general manager from another dealership and 3 auto body welders. This first appeared in December of 2025 after I had washed my car and was drying it off."
11719176,02/19/2026,HYUNDAI,TUCSON,2022,ENGINE,False,False,0,0,"I have had 2 failures of the EGR valve. The first was covered under warranty. Hyundai is refusing to cover the second repair even though I think it should be covered under the 80,000 mile federal emissions warranty. The vehicle currently has 73,000 miles."
11718277,02/16/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"engine light  #2 GDI injector at 60,900 miles  been repaired but not under warranty out at 60,000 miles"
11717845,02/13/2026,HYUNDAI,TUCSON,2022,STEERING,False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that while driving 15 MPH, the vehicle jerked right and inadvertently drove into a snowbank. The vehicle was taken to the residence and then towed to a dealer, where the failure could not be duplicated. The contact had not sustained injuries, and a Police Report was not filed. The vehicle was not repaired. The manufacturer was not notified of the failure. The failure mileage was 30,200."
11717859,02/13/2026,HYUNDAI,TUCSON,2022,ENGINE,False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that while driving at an undisclosed speed, there was a misfire in the engine, and the check engine warning light illuminated. The vehicle was taken to the dealer, where it was diagnosed with engine cylinder failures. The contact was informed that the cylinders needed to be replaced. The vehicle was not repaired. The manufacturer was made aware of the failure. The approximate failure mileage was 55,000."
11716585,02/08/2026,HYUNDAI,TUCSON,2022,"POWER TRAIN,ELECTRICAL SYSTEM",False,False,0,0,"When My wife was driving our car on the highway today to work, the car suddenly threw a ""check hybrid system - pullover safely"" light when she was at highway speeds. She was able to luckily pull over quickly onto the shoulder before the car completely powered down. This is incredibly dangerous. She had to click on the reset 12 volt hybrid battery button in the car to get it started again but the complete loss of power at highway speed was very upsetting."
11716414,02/07/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,We brought our 2022 Hyundai Tucson into our local Hyundai dealership under warranty for Technical Service Bulletin MISFIRE DTC (P030X) – INTERNAL GDI INJECTOR LEAK REPAIR.  We were surprised to learn the dealership did not have the parts in stock considering this is a widely known issue and we incurred significant expenses while waiting for the vehicle to be repaired.  Expenses incurred:    $211.47 for Enterprise car rental (2026 Hyundai Sonata) from 1/19/26 to 1/23/26 $140.00 to have the vehicl
11714101,01/29/2026,HYUNDAI,TUCSON,2022,"SERVICE BRAKES,FORWARD COLLISION AVOIDANCE",True,False,1,0,"I was driving down the highway going about 60-65mph with cruise control and LKA on. I turned my blinker on to switch lanes, checked my blind spot, and moved over to the left. As I was doing so, a semi switched lanes from the left into the right (my new lane) right in front of me. The truck then slowed down a lot, and usually my Forward Collision Warning would say something if my Adaptive Cruise Control isn’t on (or is and I’m just going too fast to slow down) neither of those things happened. No"
11713783,01/27/2026,HYUNDAI,TUCSON,2022,POWER TRAIN,False,False,0,0,"I am submitting this complaint due to a potential safety-related engine failure that occurred while my vehicle was under dealership repair.  My vehicle was dropped off at Huffines Hyundai on October 2, 2025, for a fuel injector issue and has remained under the dealership’s exclusive possession since that date. I have not driven or had access to the vehicle after drop-off. During the repair process, I was informed by dealership staff that an injector was seized in the fuel rail and difficult to r"
11712981,01/23/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"I have had numerous issues with fuel Injectors failing. The first incident was about 30,000 miles. This was fixed by the manufacturer not even 10,000 miles later, I once again had to return the vehicle, to be inspected by the dealership. Instead of replacing all of the fuel injectors at the same time they chose to only replace one.  As soon as my car went over the 80,000 mile warranty limit, my fuel injectors went out once more. My mechanic son, has also changed several as well.   I had to tow i"
11712997,01/23/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"When getting onto the highway on November 30, 2025, the engine on my 2022 Hyundai Tucson made an odd sound, acceleration was compromised and the check engine light came on. My husband was driving and he safely navigated us off the highway and back to our home via city streets. We were very concerned we were going to break down on the highway or city street during a cold time of year.   The next day we had the vehicle towed to a local auto service center and they diagnosed the problem as a failed"
11712104,01/20/2026,HYUNDAI,TUCSON,2022,TRAILER HITCHES,False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that while driving at various speeds, the driver’s and passenger’s side turn signals were flashing quickly. No warning light was illuminated. The contact stated that the driver’s side and passenger’s side turn signals failed to properly illuminate. The vehicle was taken to a local dealer, where it was diagnosed with a short-circuited wiring harness, which caused the junction box to fail. The vehicle was not repaired. Upon further investi"
11711334,01/16/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"The fuel door would not open, preventing me from refueling the vehicle. I had to purchase a new fuel door actuator and have the vehicle towed to a repair shop, which caused a significant inconvenience."
11711465,01/16/2026,HYUNDAI,TUCSON,2022,AIR BAGS,True,False,2,0,"The contact owned a 2022 Hyundai Tucson. The contact stated that while her husband was driving at 25-30 MPH, another vehicle struck the front driver side, flinging the vehicle to the right side before another vehicle crashed into the front passenger side. The air bags failed to deploy. No warning light was illuminated. The contact's husband sustained back injuries, while the contact suffered a concussion. Medical attention was received for both. A police report was filed. The vehicle was towed t"
11710863,01/14/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"The fuell door will not open on the vehicle, and I am not able to put gas in the vehicle.  Have taken it to a mechanic and he is unsure of what is going on.  For a 2022 Vehicle this seems very odd."
11709619,01/08/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"The fuel injectors in the car keep misfiring causing the car to shake while driving, be loud and idle hard. In the past I have already replaced two different fuel injectors and now this is a third one that needs replaced."
11709015,01/06/2026,HYUNDAI,TUCSON,2022,"ELECTRICAL SYSTEM,EXTERIOR LIGHTING",False,False,0,0,"Brake lights, hazard lights, and turn signals in the back of the car stopped working. Took vehicle into Glenbrook Hyundai dealer in Fort Wayne, Indiana and the dealer confirmed the problem is caused by the open safety recall. No remedy exists yet, so dealer charged me diagnostic fees for recall-related work."
11708725,01/05/2026,HYUNDAI,TUCSON,2022,AIR BAGS,False,False,0,0,Airbag indicator came on around 62000 miles.  Was told by Hyundai technician that it cost $2100  plus to replace part.  Hyundai has known problems with airbags.  Did this extend to my model?  Have others had similar problems?
11707652,12/29/2025,HYUNDAI,TUCSON,2022,"ELECTRICAL SYSTEM,ENGINE",False,True,0,0,"The contact owned a 2022 Hyundai Tucson. The contact stated that while the vehicle was parked, the contact's neighbor knocked on the contact's residential door and informed the contact that the contact's vehicle was on fire. The contact stated that when she went outside, the contact noticed that the entire front of the vehicle was on fire. The fire department was called, and the fire department extinguished the fire. A fire report was filed. The contact stated that the vehicle was burned all the"
11707355,12/28/2025,HYUNDAI,TUCSON,2022,BACK OVER PREVENTION,False,False,0,0,"It has randomly stopped working, I wasnt in any accidents. One day it just stopped. This could easily cause an accident, if I was driving with kids and needed the extra warning. Or if I couldn't see."
11705875,12/18/2025,HYUNDAI,TUCSON,2022,ENGINE,False,False,0,0,"While operating the vehicle, the engine shut down. Complete loss of power. Engine would restart, stall and then not restart. Vehicle immobile.  Vehicle towed to dealership since could not be driven. Strong smell of gasoline."
11704981,12/14/2025,HYUNDAI,TUCSON,2022,ELECTRICAL SYSTEM,False,False,0,0,"The horn stopped working. This is a huge safety concern. In a busy intersection unable to warn other drivers not paying attention to the road since horn does not work. This started few days prior with only high tone working, but not low tone (which is very hard to hear from other vehicles since not very loud), then after couple of days no horn at all. Looking online this seems to be a known issue with multiple hyundai cars (venue, tucson, santa fe, elantra etc) and some of them apparently had ha"
11704632,12/11/2025,HYUNDAI,TUCSON,2022,"SERVICE BRAKES,FORWARD COLLISION AVOIDANCE",False,False,0,0,Vehicle randomly activated automatic emergency braking and the forward collision warning with no other vehicles in sight. The vehicle slammed on the brakes almost causing a trailing car to rear end our vehicle. This has happened 5 times with speeds between 40 and 80 mph over the past 4 weeks. Conditions were cloudy. Problem has not been reproduced by the dealorship. No inspections have occurred.
11703802,12/08/2025,HYUNDAI,TUCSON,2022,VEHICLE SPEED CONTROL,False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that upon shifting to reverse(R) and depressing the brake pedal, the engine revved and the vehicle accelerated unintendedly. The contact continuously depressed the brake pedal, and the vehicle made a 360-degree turn and almost struck three vehicles. The contact was able to stop the vehicle after several attempts, and the contact parked the vehicle. The vehicle was not diagnosed or repaired. The contact stopped driving the vehicle due to "
11702591,12/02/2025,HYUNDAI,TUCSON,2022,UNKNOWN OR OTHER,False,False,0,0,"The vehicle comes with a panoramic sunroof and there is a ~8inch wide piece of glass that is between the windshield and the sunroof. While driving on the highway, at approximately 80mph, with no other cars or hazards in front of the vehicle, this piece of glass shattered. We heard a loud popping sound, immediately followed by shattering/cracking noises. It was not struck by any rocks or debris. After arriving at my location, the vehicle was immediately inspected at a Hyundai dealership where the"
11701621,11/26/2025,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"While driving our 2022 Hyundai Tucson Limited with the 2.5L engine and about 39,000 miles, the check engine light suddenly came on. Right away the car started behaving strangely. The throttle response became jerky and uneven, and when idling the engine ran at a higher RPM than normal and sounded off. The vehicle also struggled to accelerate, which made it feel unsafe to drive. Thankfully this happened while we were not on the highway, but if it had occurred while merging or keeping up with traff"
11699376,11/14/2025,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,Car started stalling and misfiring. When I took the vehicle for service they said it was a known issue and they were replacing all 4 fuel injectors. This was my wife’s car. About a year and a half ago the same thing happened to my 2022 Hyundai Tucson N-Line. I have googled around and found many many issues of the same thing happening on 2022 Tucsons.
11699255,11/13/2025,HYUNDAI,TUCSON,2022,"FUEL SYSTEM, GASOLINE,ENGINE",False,False,0,0,"The contact's wife owns a 2022 Hyundai Tucson. The contact stated that his wife reported that the vehicle shuddered significantly and failed to exceed 30 MPH while driving. The check engine warning light was illuminated. The vehicle was taken to the dealer, where it was diagnosed that the fuel injectors were leaking, and the dealer determined that the fuel injectors needed to be replaced. The dealer informed the contact that the manufacturer had redesigned the fuel injectors due to the known fai"
11698988,11/12/2025,HYUNDAI,TUCSON,2022,UNKNOWN OR OTHER,False,True,0,0,"During the early morning of December 23, 2024, at 2am, the vehicle caught fire in the carport of my house. Upon waking up to the noise, I proceeded to evacuate my family from the house due to the amount of smoke inside. The fire damaged approximately one-third of the house.  Prior to this incident, the vehicle showed no defects, and all its services were performed by the same Hyundai dealership workshop where I bought the vehicle."
